"Código","Unidade Territorial","UF","Referência","Pessoas Elegiveis","Valor a Ser Repassado","Pessoas ELegiveis a receber R$150","Recurso destinado aos elegiveis com valor de R$150","Pessoas elegiveis a receber R$ 250","Recurso destinado aos elegiveis com valor de R$250","Pessoas Elegiveis a receber R$375","Recurso destinado aos elegiveis com valor de R$375"
"150590","PORTO DE MOZ","PA","2021","4652","7645375.0","2087","2112600.0","1171","1964250.0","1386","3548625.0"
"150600","PRAINHA","PA","2021","5766","9322325.0","2242","2232000.0","2046","3365750.0","1462","3699000.0"
"150610","PRIMAVERA","PA","2021","2564","3910800.0","1122","1079550.0","842","1317000.0","600","1514250.0"
"150611","QUATIPURU","PA","2021","2629","4278325.0","1094","1079250.0","831","1365500.0","704","1829625.0"
"150613","REDENÇÃO","PA","2021","21490","32581500.0","10349","10121250.0","6280","10184750.0","4855","12262875.0"
"150616","RIO MARIA","PA","2021","4682","7203100.0","2079","2047350.0","1683","2792750.0","919","2359125.0"
"150618","RONDON DO PARÁ","PA","2021","9924","15277150.0","4796","4791900.0","2947","4865500.0","2181","5616000.0"
"150619","RURÓPOLIS","PA","2021","6023","9782775.0","2505","2510400.0","1946","3261000.0","1572","4003500.0"
"150620","SALINÓPOLIS","PA","2021","12258","19279525.0","5792","5787150.0","3451","5762500.0","3008","7720875.0"
"150630","SALVATERRA","PA","2021","4977","7308050.0","2423","2230350.0","1333","2114000.0","1130","2800125.0"
"150635","SANTA BÁRBARA DO PARÁ","PA","2021","5905","9271675.0","2493","2414550.0","1858","2965500.0","1548","3880500.0"
"150640","SANTA CRUZ DO ARARI","PA","2021","1228","1723875.0","572","494400.0","347","537500.0","276","628500.0"
"150650","SANTA ISABEL DO PARÁ","PA","2021","17915","29172575.0","7752","7587450.0","4756","7768000.0","5395","13797000.0"
"150655","SANTA LUZIA DO PARÁ","PA","2021","5294","8624600.0","2232","2230350.0","1636","2758500.0","1423","3628125.0"
"150658","SANTA MARIA DAS BARREIRAS","PA","2021","4049","6483950.0","1398","1384950.0","1838","3042250.0","809","2045625.0"
"150660","SANTA MARIA DO PARÁ","PA","2021","7978","12783000.0","3139","3176250.0","3192","5381250.0","1647","4224750.0"
"150670","SANTANA DO ARAGUAIA","PA","2021","8511","13587075.0","4237","4139250.0","1557","2551750.0","2708","6874500.0"
"150680","SANTARÉM","PA","2021","83664","133102000.0","35717","35641650.0","27494","45040250.0","20396","52342875.0"
"150690","SANTARÉM NOVO","PA","2021","2002","3218975.0","831","821400.0","663","1097000.0","505","1296000.0"
"150700","SANTO ANTÔNIO DO TAUÁ","PA","2021","8685","14161600.0","3921","3930450.0","2296","3846250.0","2466","6378000.0"
"150710","SÃO CAETANO DE ODIVELAS","PA","2021","4627","7105150.0","1760","1704450.0","2091","3442000.0","772","1950000.0"
"150715","SÃO DOMINGOS DO ARAGUAIA","PA","2021","5924","9430225.0","2762","2753100.0","1552","2535500.0","1607","4136625.0"
"150720","SÃO DOMINGOS DO CAPIM","PA","2021","6177","10243475.0","2410","2442600.0","2169","3672500.0","1597","4124250.0"
"150730","SÃO FÉLIX DO XINGU","PA","2021","15073","23430400.0","7444","7518000.0","4162","7018750.0","3463","8873625.0"
"150740","SÃO FRANCISCO DO PARÁ","PA","2021","4716","7766475.0","1741","1757100.0","1845","3101500.0","1127","2905125.0"
"150745","SÃO GERALDO DO ARAGUAIA","PA","2021","6941","11043825.0","3151","3139950.0","1956","3220500.0","1825","4667625.0"
"150746","SÃO JOÃO DA PONTA","PA","2021","1378","2058900.0","631","613650.0","466","738750.0","281","705750.0"
"150747","SÃO JOÃO DE PIRABAS","PA","2021","5553","9045025.0","2128","2163000.0","2231","3790250.0","1193","3085125.0"
"150750","SÃO JOÃO DO ARAGUAIA","PA","2021","3144","5159925.0","1350","1356300.0","870","1446000.0","919","2349750.0"
"150760","SÃO MIGUEL DO GUAMÁ","PA","2021","14903","24497575.0","6586","6576450.0","3731","6170000.0","4579","11733375.0"
"150770","SÃO SEBASTIÃO DA BOA VISTA","PA","2021","3605","5020825.0","1711","1536900.0","1194","1857000.0","617","1493625.0"
"150775","SAPUCAIA","PA","2021","1140","1748575.0","558","538950.0","259","410500.0","322","797250.0"
"150780","SENADOR JOSÉ PORFÍRIO","PA","2021","3720","5799375.0","1906","1908750.0","821","1379000.0","989","2506125.0"
"150790","SOURE","PA","2021","3953","5260475.0","2190","1903800.0","830","1220250.0","912","2049375.0"
"150795","TAILÂNDIA","PA","2021","20044","32540025.0","9238","9181050.0","4792","7948750.0","5996","15376500.0"
"150796","TERRA ALTA","PA","2021","3369","5591675.0","1456","1450650.0","844","1403250.0","1065","2732250.0"
"150797","TERRA SANTA","PA","2021","3604","5893750.0","1332","1331250.0","1391","2302500.0","872","2250375.0"
"150800","TOMÉ-AÇU","PA","2021","18905","30744500.0","8491","8316750.0","4709","7734000.0","5694","14666250.0"
"150803","TRACUATEUA","PA","2021","7079","11550850.0","2654","2613900.0","2627","4330000.0","1793","4598625.0"
"150805","TRAIRÃO","PA","2021","3949","6392975.0","1491","1518600.0","1599","2648000.0","857","2223375.0"
"150808","TUCUMÃ","PA","2021","11046","15961250.0","5946","5923500.0","3265","5402750.0","1832","4629375.0"
"150810","TUCURUÍ","PA","2021","22722","36070950.0","9980","9527700.0","5456","8630500.0","6721","17078250.0"
"150812","ULIANÓPOLIS","PA","2021","5843","9452500.0","2439","2370750.0","1612","2538250.0","1791","4539000.0"
"150815","URUARÁ","PA","2021","11613","18345325.0","5175","5234250.0","3985","6781750.0","2447","6319500.0"
"150820","VIGIA","PA","2021","14720","24084875.0","6427","6456750.0","4089","6852250.0","4195","10754625.0"
"150830","VISEU","PA","2021","12416","19305325.0","6020","6007050.0","3501","5851750.0","2889","7436250.0"
"150835","VITÓRIA DO XINGU","PA","2021","2991","4474500.0","1410","1362300.0","897","1425750.0","672","1676250.0"
"150840","XINGUARA","PA","2021","12071","18145650.0","6144","6047400.0","3169","5144250.0","2750","6936000.0"
"160005","SERRA DO NAVIO","AP","2021","990","1604500.0","462","442800.0","188","301750.0","340","859500.0"
"160010","AMAPÁ","AP","2021","6424","8689700.0","4417","4379550.0","866","1426250.0","1125","2866875.0"
"160015","PEDRA BRANCA DO AMAPARI","AP","2021","2571","4284250.0","1222","1210500.0","422","693250.0","925","2373750.0"
"160020","CALÇOENE","AP","2021","2861","4611350.0","1327","1334100.0","756","1279750.0","775","1995000.0"
"160021","CUTIAS","AP","2021","979","1556875.0","440","439500.0","297","498250.0","240","616500.0"
"160023","FERREIRA GOMES","AP","2021","1901","3119175.0","835","808050.0","418","675000.0","642","1624125.0"
"160025","ITAUBAL","AP","2021","1236","1915975.0","657","648600.0","240","395750.0","337","865125.0"
"160027","LARANJAL DO JARI","AP","2021","11339","18681100.0","5321","5231850.0","2098","3436000.0","3913","9996375.0"
"160030","MACAPÁ","AP","2021","116005","183015050.0","55385","54699000.0","28162","46000500.0","32325","82117875.0"
"160040","MAZAGÃO","AP","2021","3903","6581775.0","1700","1683900.0","835","1376250.0","1365","3514125.0"
"160050","OIAPOQUE","AP","2021","8980","13168025.0","5174","5259900.0","2151","3637250.0","1654","4269000.0"
"160053","PORTO GRANDE","AP","2021","4653","7695850.0","2147","2137350.0","913","1475000.0","1592","4081500.0"
"160055","PRACUÚBA","AP","2021","923","1336100.0","516","475650.0","161","256000.0","242","598125.0"
"160060","SANTANA","AP","2021","29939","48455875.0","14288","14035800.0","5910","9603750.0","9656","24700875.0"
"160070","TARTARUGALZINHO","AP","2021","2261","3626875.0","993","981000.0","681","1146750.0","579","1491375.0"
"160080","VITÓRIA DO JARI","AP","2021","2475","3830875.0","1224","1132650.0","470","756250.0","776","1933125.0"
"170025","ABREULÂNDIA","TO","2021","553","809250.0","210","204000.0","250","369000.0","92","234750.0"
"170030","AGUIARNÓPOLIS","TO","2021","924","1486850.0","307","296400.0","389","615750.0","227","573750.0"
"170035","ALIANÇA DO TOCANTINS","TO","2021","1210","1858100.0","496","489600.0","446","691000.0","267","674625.0"
"170040","ALMAS","TO","2021","1591","2447950.0","691","657000.0","497","798250.0","403","991125.0"
"170070","ALVORADA","TO","2021","1891","2810625.0","946","912000.0","511","810750.0","433","1086375.0"
"170100","ANANÁS","TO","2021","2239","3644900.0","888","868650.0","695","1100000.0","655","1673250.0"
"170105","ANGICO","TO","2021","555","865700.0","171","169950.0","290","463500.0","93","231750.0"
"170110","APARECIDA DO RIO NEGRO","TO","2021","908","1302675.0","390","384300.0","384","594750.0","134","323625.0"
"170130","ARAGOMINAS","TO","2021","1014","1556050.0","326","316800.0","517","805250.0","170","431625.0"
"170190","ARAGUACEMA","TO","2021","1357","2008125.0","572","558750.0","569","905750.0","212","541125.0"
"170200","ARAGUAÇU","TO","2021","1618","2516950.0","633","627450.0","647","1031500.0","336","854625.0"
"170210","ARAGUAÍNA","TO","2021","34954","52857950.0","15442","14987400.0","11170","17158000.0","8321","20679000.0"
"170215","ARAGUANÃ","TO","2021","1321","2033425.0","637","612600.0","332","526750.0","345","885000.0"
"170220","ARAGUATINS","TO","2021","7230","11260900.0","2930","2878650.0","2686","4298000.0","1582","4026000.0"
"170230","ARAPOEMA","TO","2021","1296","2006250.0","528","504750.0","476","752250.0","292","749250.0"
"170240","ARRAIAS","TO","2021","2070","3007475.0","1026","985800.0","609","919250.0","434","1099875.0"
"170255","AUGUSTINÓPOLIS","TO","2021","3919","6095850.0","1383","1370100.0","1793","2814000.0","742","1909125.0"
"170270","AURORA DO TOCANTINS","TO","2021","780","1158500.0","328","332250.0","343","547500.0","108","278250.0"
"170290","AXIXÁ DO TOCANTINS","TO","2021","2829","4553350.0","1308","1300950.0","732","1224000.0","787","2020875.0"
"170300","BABAÇULÂNDIA","TO","2021","1564","2410850.0","700","696600.0","519","830750.0","344","881250.0"
"170305","BANDEIRANTES DO TOCANTINS","TO","2021","604","942700.0","229","220950.0","222","336250.0","153","385500.0"
"170307","BARRA DO OURO","TO","2021","738","1101175.0","269","259050.0","343","533000.0","124","307125.0"
"170310","BARROLÂNDIA","TO","2021","1350","1978225.0","507","503100.0","633","931750.0","210","543375.0"
"170320","BERNARDO SAYÃO","TO","2021","962","1490000.0","384","382500.0","374","582750.0","204","524250.0"
"170330","BOM JESUS DO TOCANTINS","TO","2021","798","1267950.0","354","348450.0","222","350250.0","221","568500.0"
"170360","BRASILÂNDIA DO TOCANTINS","TO","2021","322","474675.0","126","124350.0","148","225750.0","48","124125.0"
"170370","BREJINHO DE NAZARÉ","TO","2021","1039","1630300.0","380","372750.0","418","653500.0","237","599250.0"
"170380","BURITI DO TOCANTINS","TO","2021","1757","2805775.0","654","654900.0","767","1283000.0","335","866625.0"
"170382","CACHOEIRINHA","TO","2021","406","632525.0","161","156150.0","139","213500.0","106","261750.0"
"170384","CAMPOS LINDOS","TO","2021","1571","2351425.0","678","652800.0","611","983750.0","280","713625.0"
"170386","CARIRI DO TOCANTINS","TO","2021","609","924925.0","208","202050.0","283","434500.0","118","288375.0"
"170388","CARMOLÂNDIA","TO","2021","511","739175.0","178","166050.0","239","338750.0","94","234375.0"
"170389","CARRASCO BONITO","TO","2021","713","1123775.0","255","254400.0","284","435500.0","173","432750.0"
"170390","CASEARA","TO","2021","1083","1791425.0","483","478800.0","227","356000.0","372","955875.0"
"170410","CENTENÁRIO","TO","2021","329","462500.0","129","126000.0","163","243500.0","36","90750.0"
"170460","CHAPADA DE AREIA","TO","2021","277","382725.0","124","113100.0","97","149250.0","56","120375.0"
"170510","CHAPADA DA NATIVIDADE","TO","2021","528","781875.0","214","200250.0","219","345000.0","95","236625.0"
"170550","COLINAS DO TOCANTINS","TO","2021","7745","11841800.0","3266","3202800.0","2790","4400750.0","1686","4234125.0"
"170555","COMBINADO","TO","2021","1158","1827625.0","409","411000.0","543","890000.0","204","522750.0"
"170560","CONCEIÇÃO DO TOCANTINS","TO","2021","860","1302000.0","393","385500.0","259","393000.0","206","520125.0"
"170600","COUTO DE MAGALHÃES","TO","2021","1219","1838250.0","447","439500.0","565","885250.0","206","513000.0"
"170610","CRISTALÂNDIA","TO","2021","1443","2096550.0","597","559800.0","587","887750.0","257","643875.0"
"170625","CRIXÁS DO TOCANTINS","TO","2021","253","381875.0","80","75750.0","141","228250.0","31","75000.0"
"170650","DARCINÓPOLIS","TO","2021","1273","1900850.0","515","498600.0","538","856500.0","219","542250.0"
"170700","DIANÓPOLIS","TO","2021","3583","5511475.0","1508","1439850.0","1149","1756250.0","922","2311500.0"
"170710","DIVINÓPOLIS DO TOCANTINS","TO","2021","1478","2219550.0","613","597300.0","576","888500.0","287","731250.0"
"170720","DOIS IRMÃOS DO TOCANTINS","TO","2021","1445","2214575.0","544","535200.0","657","1058750.0","244","619875.0"
"170730","DUERÉ","TO","2021","911","1418350.0","361","353100.0","330","514750.0","219","549375.0"
"170740","ESPERANTINA","TO","2021","1606","2522000.0","635","617400.0","586","928750.0","374","964500.0"
"170755","FÁTIMA","TO","2021","743","1104175.0","295","286050.0","331","521500.0","117","295500.0"
"170765","FIGUEIRÓPOLIS","TO","2021","1219","1855525.0","533","519150.0","423","680500.0","261","653625.0"
"170770","FILADÉLFIA","TO","2021","1599","2548575.0","619","598350.0","564","904000.0","405","1035750.0"
"170820","FORMOSO DO ARAGUAIA","TO","2021","4003","5984950.0","1702","1642500.0","1543","2450000.0","758","1887375.0"
"170825","FORTALEZA DO TABOCÃO","TO","2021","772","1217425.0","335","328050.0","221","344000.0","215","544125.0"
"170830","GOIANORTE","TO","2021","1077","1589250.0","426","413250.0","481","753750.0","170","419250.0"
"170900","GOIATINS","TO","2021","2299","3596050.0","960","959850.0","867","1437500.0","471","1195500.0"
"170930","GUARAÍ","TO","2021","5258","7866975.0","2371","2311350.0","1805","2838750.0","1079","2708625.0"
"170950","GURUPI","TO","2021","16413","23536275.0","7557","7289400.0","6035","9340250.0","2810","6884625.0"
"170980","IPUEIRAS","TO","2021","303","463250.0","131","127500.0","100","156500.0","72","179250.0"
"171050","ITACAJÁ","TO","2021","1229","1909250.0","539","542250.0","433","707250.0","256","658500.0"
"171070","ITAGUATINS","TO","2021","1347","2133250.0","500","495000.0","580","952750.0","266","683625.0"
"171090","ITAPIRATINS","TO","2021","1005","1490650.0","466","460200.0","331","508250.0","206","520500.0"
"171110","ITAPORÃ DO TOCANTINS","TO","2021","575","861575.0","211","205200.0","273","423500.0","91","232875.0"
"171150","JAÚ DO TOCANTINS","TO","2021","770","1170875.0","276","274500.0","384","625250.0","109","270375.0"
"171180","JUARINA","TO","2021","498","756650.0","133","129150.0","292","446750.0","73","180750.0"
"171190","LAGOA DA CONFUSÃO","TO","2021","2784","4224550.0","1372","1312050.0","725","1174750.0","687","1737750.0"
"171195","LAGOA DO TOCANTINS","TO","2021","728","1052725.0","330","321600.0","265","400000.0","132","328875.0"
"171200","LAJEADO","TO","2021","591","833200.0","277","262950.0","209","307750.0","105","261375.0"
"171215","LAVANDEIRA","TO","2021","308","439100.0","127","125400.0","133","187250.0","48","126000.0"
"171240","LIZARDA","TO","2021","520","756575.0","243","242700.0","199","312500.0","77","198750.0"
"171245","LUZINÓPOLIS","TO","2021","491","727700.0","184","177450.0","223","346250.0","83","202875.0"
"171250","MARIANÓPOLIS DO TOCANTINS","TO","2021","892","1341525.0","376","361650.0","336","526000.0","179","452625.0"
"171270","MATEIROS","TO","2021","462","650875.0","211","210000.0","167","236500.0","84","204375.0"
"171280","MAURILÂNDIA DO TOCANTINS","TO","2021","785","1215525.0","242","237150.0","444","733750.0","98","243375.0"
"171320","MIRACEMA DO TOCANTINS","TO","2021","4001","5861700.0","1765","1671450.0","1369","2024250.0","862","2159625.0"
"171330","MIRANORTE","TO","2021","3222","4891575.0","1335","1327200.0","1309","2103000.0","575","1455750.0"
"171360","MONTE DO CARMO","TO","2021","1120","1648050.0","517","514050.0","401","620250.0","202","513750.0"
"171370","MONTE SANTO DO TOCANTINS","TO","2021","515","817425.0","206","202050.0","170","262500.0","138","351000.0"
"171380","PALMEIRAS DO TOCANTINS","TO","2021","1177","1980500.0","427","411000.0","355","572000.0","391","989625.0"
"171395","MURICILÂNDIA","TO","2021","569","883925.0","175","162300.0","250","371250.0","143","348000.0"
"171420","NATIVIDADE","TO","2021","1694","2520300.0","718","692550.0","670","1075750.0","306","750750.0"
"171430","NAZARÉ","TO","2021","940","1416200.0","364","354450.0","408","641000.0","166","418500.0"
"171488","NOVA OLINDA","TO","2021","2336","3616250.0","939","915750.0","858","1343750.0","539","1355625.0"
"171500","NOVA ROSALÂNDIA","TO","2021","712","1104200.0","282","272700.0","253","392000.0","176","436500.0"
"171510","NOVO ACORDO","TO","2021","736","1028500.0","376","374250.0","247","368500.0","113","285750.0"
"171515","NOVO ALEGRE","TO","2021","355","506625.0","139","137250.0","163","234750.0","53","134625.0"
"171525","NOVO JARDIM","TO","2021","466","743325.0","170","162450.0","172","261750.0","124","319125.0"
"171550","OLIVEIRA DE FÁTIMA","TO","2021","246","360350.0","84","80850.0","119","174500.0","43","105000.0"
"171570","PALMEIRANTE","TO","2021","1023","1528975.0","383","362850.0","476","756000.0","162","406500.0"
"171575","PALMEIRÓPOLIS","TO","2021","1513","2265625.0","586","582750.0","677","1054250.0","248","627375.0"
"171610","PARAÍSO DO TOCANTINS","TO","2021","10921","16060750.0","5057","4928250.0","3696","5739750.0","2165","5389125.0"
"171620","PARANÃ","TO","2021","1983","3049675.0","968","947400.0","524","848500.0","489","1246500.0"
